
📺央卫网络,#genre#
河北文旅公共,http://tv.pull.hebtv.com/jishi/gonggongpindao.m3u8?t=1893427200&k=0b0e2c7cf0820ad8b22ae063511c4104           
河北三佳购物,http://tv.pull.hebtv.com/jishi/sanjiagouwu.m3u8?t=1893427200&k=6bd4aeba4f185e4918a1408e970f4064
💚河北卫视,https://event.pull.hebtv.com/jishi/weishi_tingyun.m3u8
河北4K频道,https://event.pull.hebtv.com/live/live101.m3u8
河北五超频道,https://event.pull.hebtv.com/live/live103.m3u8

 
💚山东卫视,http://sdqd.sohu.blog:880/chs018.m3u8
山东卫视,http://120.224.84.170:8085/hls/8/index.m3u8
山东齐鲁频道,http://sdqd.sohu.blog:880/chs055.m3u8
山东新闻频道,http://sdqd.sohu.blog:880/chs056.m3u8
山东体育休闲,http://sdqd.sohu.blog:880/chs057.m3u8
山东居家购物,http://sdqd.sohu.blog:880/chs063.m3u8
山东少儿频道,http://sdqd.sohu.blog:880/chs064.m3u8
山东农科频道,http://sdqd.sohu.blog:880/chs065.m3u8
山东综艺频道,http://sdqd.sohu.blog:880/chs068.m3u8
山东生活频道,http://sdqd.sohu.blog:880/chs069.m3u8
山东文旅频道,http://sdqd.sohu.blog:880/chs070.m3u8
山东齐鲁频道,http://120.224.84.170:8085/hls/9/index.m3u8
山东少儿频道,http://120.224.84.170:8085/hls/10/index.m3u8
山东教育卫视,http://test1.live.sdetv.com.cn/live/dianshizhibo/playlist.m3u8
山东教育卫视,http://sdqd.sohu.blog:880/chs062.m3u8
山东居家购物,http://sdqd.sohu.blog:880/chs063.m3u8
 
💚山西卫视,http://tv.sohu.blog/d/fjbst.php?id=211
山西黄河电视台,http://113.26.251.182:8009/hls/24/index.m3u8
山西经济与科技,http://113.26.251.182:8009/hls/20/index.m3u8
山西影视频道,http://113.26.251.182:8009/hls/21/index.m3u8
山西社会与法治,http://113.26.251.182:8009/hls/22/index.m3u8
山西文体生活,http://113.26.251.182:8009/hls/23/index.m3u8

💚陕西卫视,http://112.46.105.20:8009/hls/17/index.m3u8$陕西移动
陕西一套,http://112.46.105.20:8009/hls/18/index.m3u8$陕西移动#http://gxlive.snrtv.com/sx1-SD.m3u8
陕西二套,http://112.46.105.20:8009/hls/19/index.m3u8$陕西移动#http://gxlive.snrtv.com/sx2-SD.m3u8
陕西三套,http://112.46.105.20:8009/hls/20/index.m3u8$陕西移动#http://gxlive.snrtv.com/sx3-SD.m3u8
陕西四套,http://112.46.105.20:8009/hls/21/index.m3u8$陕西移动
陕西五套,http://112.46.105.20:8009/hls/22/index.m3u8$陕西移动#http://gxlive.snrtv.com/sx5-SD.m3u8
陕西六套,http://112.46.105.20:8009/hls/23/index.m3u8$陕西移动#http://gxlive.snrtv.com/sx6-SD.m3u8
陕西七套,http://112.46.105.20:8009/hls/24/index.m3u8$陕西移动#http://gxlive.snrtv.com/sx7-SD.m3u8
陕西八套,http://112.46.105.20:8009/hls/62/index.m3u8$陕西移动#http://gxlive.snrtv.com/sx8-SD.m3u8
精彩三秦,http://112.46.105.20:8009/hls/26/index.m3u8$陕西移动
农林卫视,http://gxlive.snrtv.com/nlws-SD.m3u8
西安一套,http://xatv-yt.xiancity.cn/live/1/index.m3u8
西安二套,http://xatv-yt.xiancity.cn/live/2/index.m3u8
西安三套,http://xatv-yt.xiancity.cn/live/3/index.m3u8
西安四套,http://xatv-yt.xiancity.cn/live/4/index.m3u8
西安五套,http://xatv-yt.xiancity.cn/live/5/index.m3u8
西安六套,http://xatv-yt.xiancity.cn/live/6/index.m3u8
西安七套,http://xatv-yt.xiancity.cn/live/7/index.m3u8

陕西卫视,http://219.145.93.74:10000/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0$陕西电信酒店
陕西一套,http://219.145.93.74:10000/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0$陕西电信酒店
陕西二套,http://219.145.93.74:10000/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0$陕西电信酒店
西部电影,http://219.144.157.62:9901/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&authid=0
西安新闻综合,http://xatv-yt.xiancity.cn/live/1/index.m3u8

💚甘肃卫视,https://hlss.gstv.com.cn/49048r/y3nga4.m3u8
甘肃卫视,http://tv.sohu.blog/d/xxqg.php?id=gsws
甘肃公共应急,http://221.7.49.226:50085/tsfile/live/0017_1.m3u8?key=txiptv&playlive=1&authid=0
inbm证券服务,https://hlss.gstv.com.cn/se0rch/20sv46.m3u8



💚青海卫视,http://tv.sohu.blog/d/fjbst.php?id=202
西宁生活,https://liveout.xntv.tv/a65jur/90p2i1.m3u8
西宁新闻,https://liveout.xntv.tv/a65jur/96iln2.m3u8  
 
💚湖北卫视,http://tv.sohu.blog/d/fjbst.php?id=186
湖北经视,rtsp://111.48.34.138:1554/170000004112/10000100000000050000000002444588$武汉移动
湖北生活,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000517$武汉移动
湖北影视,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000518$武汉移动
湖北教育,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000519$武汉移动
湖北公共,rtsp://111.48.34.138:1554/170000004112/10000100000000050000000002444582$武汉移动
湖北综合,rtsp://111.48.34.138:1554/170000004112/10000100000000050000000002444593$武汉移动
湖北垄上,rtsp://111.48.34.138:1554/170000004112/10000100000000050000000002444600$武汉移动

湖北经视,http://xu3791vg3503.vicp.fun:8808/rtp/239.69.1.41:9886$武汉电信 
湖北公共,http://xu3791vg3503.vicp.fun:8808/rtp/239.69.1.40:9880$武汉电信
湖北综合,http://xu3791vg3503.vicp.fun:8808/rtp/239.69.1.42:9892$武汉电信
湖北影视,http://xu3791vg3503.vicp.fun:8808/rtp/239.69.1.204:10866$武汉电信
湖北生活,http://xu3791vg3503.vicp.fun:8808/rtp/239.69.1.205:10872$武汉电信
湖北教育,http://xu3791vg3503.vicp.fun:8808/rtp/239.69.1.206:10878$武汉电信



湖北卫视,http://120.202.94.181:9446/tsfile/live/0132_1.m3u8?key=txiptv&playlive=0&authid=0$十堰移动
湖北综合,http://120.202.94.181:9446/tsfile/live/1002_1.m3u8?key=txiptv&playlive=0&authid=0$十堰移动
湖北影视,http://120.202.94.181:9446/tsfile/live/1005_1.m3u8?key=txiptv&playlive=0&authid=0$十堰移动
湖北生活,http://120.202.94.181:9446/tsfile/live/1007_1.m3u8?key=txiptv&playlive=0&authid=0$十堰移动
湖北教育,http://120.202.94.181:9446/tsfile/live/0107_1.m3u8?key=txiptv&playlive=0&authid=0$十堰移动

武汉新闻综合,http://livestream.hannews.com.cn/hannews/1511-hannews.m3u8?txSecret=894cfb3bf400ee80f6b4c1a1ed0bd3ab&txTime=760D3C40
武汉教育电视台,http://hub.sohu.blog/hubwhjy.php
江夏综合,http://59.175.226.142:280/gb28181/xwzh.m3u8 
宜昌综合频道,https://liveplay.ycrmt.cn/sxgd/zhpd.m3u8
宜昌旅游生活,https://liveplay.ycrmt.cn/sxgd/lysh.m3u8
长阳综合频道,https://changyang-live21.cjyun.org/10114/s10114-cy1t.m3u8?auth_key=1798732799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-69b7adceccbc5ea8f2cc6f34b34171af
十堰新闻,https://p8.vzan.com/slowlive/687885422202942639/live.m3u8  
十堰经济,https://p8.vzan.com/slowlive/701367497774448672/live.m3u8
荆门新闻,http://stream.jmtv.com.cn/xwzh/sd/live.m3u8$官网源
荆门科教,http://stream.jmtv.com.cn/ggsh/sd/live.m3u8$官网源
恩施文旅,https://46240.hlsplay.aodianyun.com/tv_radio_46240/tv_channel_1811.m3u8?auth_key=4857760464-0-0-ecabcbf26d39dc20cde584db2fa2a053&extra_key=D1dJezG95YTkYytoe8tr2Qhf-jhFFJmJpij9JNzLnfjYgxE5Q69rjZT1b2VrOxeb2zvhRo107e0Ze_h5agVjcLhNxl4RzjBShtdz-pQKUqaNbHnJMUJaS637QCoHNkKlJAb5i0lkR8MlxmIB6LIGojFm8kqvpZp_pI7SG10olDg
麻城综合,https://video.yscxy.cn:8888/mctv1.m3u8

💚湖南卫视,http://tv.sohu.blog/d/fjbst.php?id=180
湖南经视,http://183.215.134.239:19901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0$长沙移动
湖南都市,http://183.215.134.239:19901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0$长沙移动
重温经典,http://183.215.134.239:19901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0$长沙移动
全纪实,http://183.215.134.239:19901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0$长沙移动
南县新闻,http://183.215.134.239:19901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0$长沙移动
湖南教育,http://183.215.134.239:19901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0$长沙移动
湖南电影,http://183.215.134.239:19901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0$长沙移动


💚江苏卫视,http://ah2.sohu.blog:8000/hls/32/index.m3u8
江苏新闻,https://zhibo-hls.jstv.com/litchi/zhibo-jsgg.m3u8$官方
江苏城市,http://218.92.37.174:9901/tsfile/live/0120_3.m3u8?key=txiptv&playlive=1&authid=0
江苏综艺,http://218.92.37.174:9901/tsfile/live/0120_4.m3u8?key=txiptv&playlive=1&authid=0

苏州4k,https://live-auth.51kandianshi.com/szgd/csztv4k_hd.m3u8
苏州新闻综合,https://live-auth.51kandianshi.com/szgd/csztv1.m3u8
苏州社会经济,https://live-auth.51kandianshi.com/szgd/csztv2.m3u8
苏州文化生活,https://live-auth.51kandianshi.com/szgd/csztv3.m3u8
苏州电影娱乐,https://live-auth.51kandianshi.com/szgd/csztv4.m3u8
苏州生活资讯,https://live-auth.51kandianshi.com/szgd/csztv5.m3u8

💚浙江卫视4K,https://ali-xwl.cztv.com/live/channel4k2160p.m3u8
💚浙江卫视4K,https://play-qukan.cztv.com/live/1758879019692345.m3u8
浙江卫视,https://ali-xwl.cztv.com/live/channel011080Pnew.m3u8
浙江卫视,https://ali-xwl.cztv.com/live/channel01720Pnew.m3u8
浙江卫视,https://play-qukan.cztv.com/live/1746687468244305.m3u8
浙江钱江,http://ali-xwl.cztv.com/live/channel021080Plxw.m3u8
浙江钱江,https://ali-xwl.cztv.com/live/channel021080Pnew.m3u8
浙江钱江,https://ali-xwl.cztv.com/live/channel02720Pnew.m3u8
浙江经济生活,http://ali-xwl.cztv.com/live/channel031080Plxw.m3u8
浙江经济生活,https://ali-xwl.cztv.com/live/channel031080Pnew.m3u8
浙江经济生活,https://ali-xwl.cztv.com/live/channel03720Pnew.m3u8
浙江教科影视,http://ali-xwl.cztv.com/live/channel041080Plxw.m3u8
浙江教科影视,https://ali-xwl.cztv.com/live/channel041080Pnew.m3u8
浙江教科影视,https://ali-xwl.cztv.com/live/channel04720Pnew.m3u8 
浙江影视娱乐,http://ali-xwl.cztv.com/live/channel051080Plxw.m3u8
浙江影视娱乐,https://ali-xwl.cztv.com/live/channel051080Pnew.m3u8
浙江影视娱乐,https://ali-xwl.cztv.com/live/channel05720Pnew.m3u8 
浙江民生休闲,http://ali-xwl.cztv.com/live/channel061080Plxw.m3u8
浙江民生休闲,https://ali-xwl.cztv.com/live/channel061080Pnew.m3u8
浙江民生休闲,https://ali-xwl.cztv.com/live/channel06720Pnew.m3u8 
浙江新闻频道,http://ali-xwl.cztv.com/live/channel071080Plxw.m3u8
浙江新闻频道,https://ali-xwl.cztv.com/live/channel071080Pnew.m3u8
浙江新闻频道,https://ali-xwl.cztv.com/live/channel07720Pnew.m3u8 
浙江少儿频道,http://ali-xwl.cztv.com/live/channel081080Plxw.m3u8
浙江少儿频道,https://ali-xwl.cztv.com/live/channel081080Pnew.m3u8
浙江少儿频道,https://ali-xwl.cztv.com/live/channel08720Pnew.m3u8 
浙江国际频道,http://ali-xwl.cztv.com/live/channel101080Plxw.m3u8
浙江国际频道,https://ali-xwl.cztv.com/live/channel101080Pnew.m3u8
浙江国际频道,https://ali-xwl.cztv.com/live/channel10720Pnew.m3u8 
浙江好易购,http://ali-xwl.cztv.com/live/channel111080Plxw.m3u8
浙江好易购,https://ali-xwl.cztv.com/live/channel111080Pnew.m3u8
浙江好易购,https://ali-xwl.cztv.com/live/channel11720Pnew.m3u8 
浙江之江纪录,http://ali-xwl.cztv.com/live/channel121080Plxw.m3u8
浙江之江纪录,https://ali-xwl.cztv.com/live/channel121080Pnew.m3u8
浙江之江纪录,https://ali-xwl.cztv.com/live/channel12720Pnew.m3u8 
浙江之江纪录,http://zj.sohu.blog/zjsdxf.php?code=d8abed4021744ac184cc2fa7b59ee06f


💚安徽卫视,http://tv.sohu.blog/d/fjbst.php?id=190
💚安徽卫视,http://ah2.sohu.blog:8000/hls/26/index.m3u8
安徽经济,http://112.27.235.94:8000/hls/22/index.m3u8$安徽/合肥/移动
安徽公共,http://112.27.235.94:8000/hls/23/index.m3u8$安徽/合肥/移动
安徽影视,http://112.27.235.94:8000/hls/24/index.m3u8$安徽/合肥/移动
安徽综艺,http://112.27.235.94:8000/hls/25/index.m3u8$安徽/合肥/移动
合肥新闻,http://112.27.235.94:8000/hls/18/index.m3u8$安徽/合肥/移动
合肥生活,http://112.27.235.94:8000/hls/19/index.m3u8$安徽/合肥/移动
合肥科创,http://112.27.235.94:8000/hls/20/index.m3u8$安徽/合肥/移动

💚江西卫视,http://tv.sohu.blog/d/fjbst.php?id=193
江西2都市频道,http://115.150.63.77:85/tsfile/live/1032_1.m3u8?key=txiptv&playlive=1&authid=0$赣州/电信
江西3经济生活,http://115.150.63.77:85/tsfile/live/1033_1.m3u8?key=txiptv&playlive=1&authid=0$赣州/电信
江西5公共农业,http://115.150.63.77:85/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0$赣州/电信
江西6少儿频道,http://115.150.63.77:85/tsfile/live/1062_1.m3u8?key=txiptv&playlive=1&authid=0$赣州/电信
江西7新闻频道,http://115.150.63.77:85/tsfile/live/1061_1.m3u8?key=txiptv&playlive=1&authid=0$赣州/电信
 
赣州新闻,https://pili-live-hls-sjxgz2024.sobeylive.com/jxgz2024/396_q_live172526329228525.m3u8$官网线路
赣州公共,https://pili-live-hls-sjxgz2024.sobeylive.com/jxgz2024/396_q_live172526334096251.m3u8$官网线路
赣州教育,https://pili-live-hls-sjxgz2024.sobeylive.com/jxgz2024/396_q_live172526335287668.m3u8$官网线路


💚东南卫视,http://tv.sohu.blog/d/fjbst.php?id=155
福建综合,http://tv.sohu.blog/d/fjbst.php?id=154
福建公共,http://tv.sohu.blog/d/fjbst.php?id=156
福建新闻,http://tv.sohu.blog/d/fjbst.php?id=157
福建电视剧,http://tv.sohu.blog/d/fjbst.php?id=158
福建旅游,http://tv.sohu.blog/d/fjbst.php?id=159
福建经济,http://tv.sohu.blog/d/fjbst.php?id=160
海峡卫视,http://tv.sohu.blog/d/fjbst.php?id=163

福建新闻,http://218.104.239.114:9901/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0$福建联通
厦门综合,http://218.104.239.114:9901/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0$福建联通
海峡卫视,http://218.104.239.114:9901/tsfile/live/0150_1.m3u8?key=txiptv&playlive=1&authid=0$福建联通
福建教育,http://218.104.239.114:9901/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0$福建联通

厦门卫视,http://110.80.17.38:9999/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0$福建电信
福建乡村,http://110.80.17.38:9999/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0$福建电信
福建新闻,http://110.80.17.38:9999/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0$福建电信
福建旅游,http://110.80.17.38:9999/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0$福建电信

💚云南卫视,http://tv.sohu.blog/d/fjbst.php?id=197
云南都市,https://hwapi.yntv.net/62hdvf/rjwt14.m3u8$官网线路 
云南娱乐,https://hwapi.yntv.net/62hdvf/q9vs1b.m3u8$官网线路
云南康旅,https://hwapi.yntv.net/62hdvf/227q43.m3u8$官网线路
云南影视,https://hwapi.yntv.net/62hdvf/utrat7.m3u8$官网线路
 
💚四川科教,http://182.150.115.21:8030/pcgacg/pcgacg_0.m3u8$官网源
四川卫视,http://tv.sohu.blog/d/fjbst.php?id=192
四川卫视,http://222.214.208.34:59901/tsfile/live/0017_1.m3u8
四川影视,http://222.214.208.34:59901/tsfile/live/1018_1.m3u8
四川经济,http://222.214.208.34:59901/tsfile/live/1012_1.m3u8
四川文旅,http://222.214.208.34:59901/tsfile/live/1015_1.m3u8
四川妇女,http://222.214.208.34:59901/tsfile/live/1006_1.m3u8
四川乡村,http://scxclivepull.sctvcloud.com/live/c0b8c1c3018e1000e51198d100000000/playlist.m3u8?wsSecret=b627c9d9b2cdf4afed08253b6125fe1f&wsTime=2019657600
峨眉电影,http://b.sohu.blog:8888/newlive/live/hls/32/live.m3u8
峨眉电影,http://222.214.208.34:59901/tsfile/live/1004_1.m3u8
 


💚广东卫视,http://tv.sohu.blog/d/fjbst.php?id=184
广东体育,http://r.jdshipin.com/LiYdg
广东珠江,http://r.jdshipin.com/sE5vO
广东新闻,http://183.62.8.58:50085/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
广东珠江,http://183.62.8.58:50085/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
广东公共,http://183.62.8.58:50085/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
广东体育,http://183.62.8.58:50085/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
广州南国都市4k,https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=babbcbacdbcf13a3311a264e4dd66b8d&txTime=191b60b41a7
广州综合,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=f0147ae6453a80f5989f382368b72aad&txTime=18d00acf487
广州新闻,https://tencentplay.gztv.com/live/xinwen.m3u8?txSecret=6f73647cae387d01a3c2132074132a83&txTime=18d00acf487
广州综合,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=e381ab098841a0badbf7e11f24143cf7&txTime=18e6ff43701
广州新闻,https://tencentplay.gztv.com/live/xinwen.m3u8?txSecret=d217bd6cf85c93e3b47b96504cd2dc1c&txTime=18e6ff29019 
广州南国都市4k,https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=550af55c0ea34ce492748481415b6dfa&txTime=1903e7b17de


💚深圳卫视,http://123.207.224.130:123/guangdong/shenzhen.php?id=szws
深圳都市,http://123.207.224.130:123/guangdong/shenzhen.php?id=szds
深圳电视剧,http://123.207.224.130:123/guangdong/shenzhen.php?id=szdsj
深圳少儿,http://123.207.224.130:123/guangdong/shenzhen.php?id=szse
移动电视,http://123.207.224.130:123/guangdong/shenzhen.php?id=szyd
深圳国际,http://123.207.224.130:123/guangdong/shenzhen.php?id=szgj

💚海南卫视,http://nn.7x9d.cn/地方台8563/海南.php?id=hnws
海南新闻,http://nn.7x9d.cn/地方台8563/海南.php?id=xwpd
海南自贸,http://nn.7x9d.cn/地方台8563/海南.php?id=jjpd
海南公共,http://nn.7x9d.cn/地方台8563/海南.php?id=ggpd
海南文旅,http://nn.7x9d.cn/地方台8563/海南.php?id=wlpd
海南少儿,http://nn.7x9d.cn/地方台8563/海南.php?id=sepd
三沙卫视,http://nn.7x9d.cn/地方台8563/海南.php?id=ssws

海南新闻,http://153.0.171.163:85/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0$海南/三亚/联通
海南公共,http://153.0.171.163:85/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0$海南/三亚/联通
海南影视,http://153.0.171.163:85/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0$海南/三亚/联通
海南自贸,http://153.0.171.163:85/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0$海南/三亚/联通

💚内蒙古蒙语 
呼和浩特新闻综合,http://play1-qk.nmtv.cn/live/1735545967595013.m3u8
包头新闻综合,http://play1-qk.nmtv.cn/live/1735546150395017.m3u8
呼伦贝尔新闻综合,http://play1-qk.nmtv.cn/live/1735546791130040.m3u8
兴安新闻综合,http://play1-qk.nmtv.cn/live/1735546886977046.m3u8
通辽新闻综合,http://play1-qk.nmtv.cn/live/1735546745882037.m3u8
赤峰新闻综合,http://play1-qk.nmtv.cn/live/1735546697341033.m3u8
锡林郭勒盟一套,http://play1-qk.nmtv.cn/live/1735546994821050.m3u8
乌兰察布新闻综合,http://play1-qk.nmtv.cn/live/1735546836103043.m3u8
鄂尔多斯新闻综合,http://play1-qk.nmtv.cn/live/1735546299241021.m3u8
巴彦淖尔新闻综合,http://play1-qk.nmtv.cn/live/1735546423467029.m3u8
乌海新闻综合,http://play1-qk.nmtv.cn/live/1735546358166026.m3u8
阿拉善新闻综合,http://play1-qk.nmtv.cn/live/1735547046115053.m3u8

💚广西卫视,http://tv.sohu.blog/d/fjbst.php?id=200
广西新闻,https://hlscdn.liangtv.cn/live/a48635e37ac84afa82c0d0edc4bfabf9/dbc9a18971294257bad7c75b7f3f0c20.m3u8$广西/北海/电信
广西都市,http://171.38.150.222:9003/hls/25/index.m3u8
南宁公共,https://hls.nntv.cn/nnlive/GGPD_24.m3u8
南宁影视,http://hls.nntv.cn/nnlive/YSYL_244.m3u8
南宁新闻,https://hls.nntv.cn/nnlive/XWZH_24.m3u8
南宁文旅,http://hls.nntv.cn/nnlive/WLSH_24.m3u8

💚西藏卫视,http://php.jdshipin.com:8880/xztv.php?id=ws
西藏影视文化,http://php.jdshipin.com:8880/xztv.php?id=ys
西藏藏语卫视,http://php.jdshipin.com:8880/xztv.php?id=zy
拉萨综合1台,rtmp://tv.lasatv.cn/channellive/lszhpd
拉萨藏语2台,rtmp://tv.lasatv.cn/channellive/lszypd
拉萨文旅3台,rtmp://tv.lasatv.cn/channellive/lswlpd
日喀则汉语综合,https://consolestream.rkzrm.cn:20323/4.m3u8
日喀则藏语综合,https://consolestream.rkzrm.cn:20323/8.m3u8


💚宁夏卫视,http://home.kaijuns.cn:4000/rtp/239.121.4.94:8538
宁夏教育,http://home.kaijuns.cn:4000/rtp/239.121.4.200:9184
宁夏公共,http://home.kaijuns.cn:4000/rtp/239.121.4.97:8556
宁夏经济,http://home.kaijuns.cn:4000/rtp/239.121.4.91:8520
宁夏少儿,http://home.kaijuns.cn:4000/rtp/239.121.4.63:8352
宁夏文旅,http://home.kaijuns.cn:4000/rtp/239.121.4.93:8532

💚新疆卫视,http://tv.sohu.blog/d/fjbst.php?id=214
新疆3套哈语,http://120.70.60.179:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
新疆5套维语影视,http://120.70.60.179:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
兵团卫视,http://tv.sohu.blog/d/fjbst.php?id=215
新疆伊犁汉语综合,http://110.153.180.106:55555/out_4/index.m3u8
新疆伊犁维吾尔,http://110.153.180.106:55555/out_2/index.m3u8
新疆伊犁哈萨克,http://110.153.180.106:55555/out_3/index.m3u8
新疆伊犁经济法制,http://110.153.180.106:55555/out_1/index.m3u8
新疆可克达拉综合,http://test5.btzx.com.cn/live/kkdl.stream/playlist.m3u8 
新疆克拉玛依汉语综合,https://klmyzb.rcsxzx.com/hls/klmy1.m3u8
新疆克拉玛依维语综合,https://klmyzb.rcsxzx.com/hls/klmy2.m3u8
新疆克拉玛依影院,https://klmyzb.rcsxzx.com/hls/klmy3.m3u8
新疆可克达拉综合,http://test5.btzx.com.cn:80/live/kkdl.stream/playlist.m3u8
新疆奎屯汉语综合,http://218.84.12.186:8001/hls/main/playlist.m3u8
新疆巴音郭楞州1,http://file.loulannews.cn/nmip-media/channellive/channel101476/playlist.m3u8
新疆巴音郭楞州2,http://file.loulannews.cn/nmip-media/channellive/channel102433/playlist.m3u8
新疆巴音郭楞州3,http://file.loulannews.cn/nmip-media/channellive/channel103824/playlist.m3u8
新疆巴音郭楞州4,http://file.loulannews.cn/nmip-media/channellive/channel104199/playlist.m3u8
新疆石河子新闻,http://124.88.144.73:1935/live/xwzh/playlist.m3u8
 
双河综合,http://liveout.btzx.com.cn/62ds9e/4nxdih.m3u8
五家渠综合,https://liveout.btzx.com.cn/62ds9e/d9vi5g.m3u8
新星综合,http://test5.btzx.com.cn/live/13TV.stream/playlist.m3u8
玛纳斯综合,http://218.84.127.245:1026/hls/main1/playlist.m3u8?zxinjd

💚北京卫视,http://m.061899.xyz/mg/bjws
北京新闻,http://m.061899.xyz/mg/bjxw
北京体育,http://m.061899.xyz/mg/bjty
北京财经,http://m.061899.xyz/mg/bjcj
北京文艺,http://m.061899.xyz/mg/bjwy
北京生活,http://m.061899.xyz/mg/bjsh
北京少儿,http://m.061899.xyz/mg/bjkk
北京影视,http://m.061899.xyz/mg/bjys
北京纪实,http://m.061899.xyz/mg/bjjs
北京IPTV4K 

💚天津卫视,http://tv.sohu.blog/d/fjbst.php?id=191
💚天津卫视,http://60.30.67.44:8834/udp/225.1.1.111:5002$天津联通
天津新闻,http://60.30.67.45:8834/udp/225.1.1.130:5002$天津联通
天津文艺,http://60.30.67.45:8834/udp/225.1.1.131:5002$天津联通
天津影视,http://60.30.67.45:8834/udp/225.1.1.149:5002$天津联通
天津都市,http://60.30.67.45:8834/udp/225.1.1.128:5002$天津联通
天津体育,http://60.30.67.45:8834/udp/225.1.1.122:5002$天津联通
天津科教,http://60.30.67.45:8834/udp/225.1.1.129:5002$天津联通
天津少儿,http://60.30.67.45:8834/udp/225.1.1.125:5002$天津联通
天津购物,http://60.30.67.45:8834/udp/225.1.1.151:5002$天津联通
天津IPTV,http://60.30.67.45:8834/udp/225.1.2.123:5002$天津联通 

  
💚东方卫视,http://116.232.150.99:50001/tsfile/live/0001_20.m3u8?key=txiptv&playlive=1&authid=0
上海新闻,http://218.78.179.62:7777/tsfile/live/1025_1.m3u8?key=txiptv&playlive=1&authid=0$上海电信
上海都市,http://116.232.150.99:50001/tsfile/live/0001_18.m3u8?key=txiptv&playlive=1&authid=0
新纪实,http://bp-resource-dfl.bestv.cn/155/3/video.m3u8 
爱上海,http://bp-resource-dfl.bestv.cn/148/3/video.m3u8
东方影视,http://116.232.150.99:50001/tsfile/live/0001_19.m3u8?key=txiptv&playlive=1&authid=0
五星体育,http://116.232.150.99:50001/tsfile/live/0001_41.m3u8?key=txiptv&playlive=1&authid=0
都市剧场,http://116.232.150.99:50001/tsfile/live/0001_28.m3u8?key=txiptv&playlive=1&authid=0
第一财经,http://116.232.150.99:50001/tsfile/live/0001_43.m3u8?key=txiptv&playlive=1&authid=0
乐游,http://183.215.134.239:19901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0 


💚重庆卫视,http://tv.sohu.blog/d/fjbst.php?id=195
重庆新闻,http://211.158.152.183:8007/udp/225.0.4.188:7980$重庆联通
重庆卫视,http://211.158.152.183:8007/udp/225.0.4.187:7980$重庆联通
爱上4K,http://211.158.152.183:8007/udp/225.0.4.226:7980$重庆联通
重庆影视剧,http://211.158.152.183:8007/udp/225.0.4.192:7980$重庆联通
重庆新农村,http://211.158.152.183:8007/udp/225.0.4.189:7980$重庆联通
重庆少儿,http://211.158.152.183:8007/udp/225.0.4.191:7980$重庆联通
重庆社会与法,http://211.158.152.183:8007/udp/225.0.4.190:7980$重庆联通
重庆红叶,http://211.158.152.183:8007/udp/225.0.4.193:7980$重庆联通
重庆红岩文化,http://211.158.152.183:8007/udp/225.0.4.196:7980$重庆联通
